Temperature,Pressure,Humidity,Material,Frequency,Damping
23.183212592741114,109425.7238603122,77.54179980351648,Aluminum,21.94610225760412,0.02628113226508642
26.258686077871147,102727.27028977081,96.99082746449467,Titanium,28.514312228543844,0.02070915407005573
23.42506014415522,107816.57960758751,59.620687849328355,Aluminum,22.74257730872612,0.02375695065985679
23.443737993377898,101225.60018781624,9.36550218259119,Steel,27.017478993525124,0.010041686968553768
29.081533824661637,102416.2282786477,3.389081110037584,Titanium,28.86730639755707,0.008229496374031791
27.38369189915939,108967.80323157358,50.96068145936926,Titanium,28.75567547433473,0.015402415569650618
20.702223089691895,97503.42056902689,7.6433338273589,Steel,25.49961187610471,0.010954459143041138
17.653558972467266,98602.15939496335,79.64250578150786,Aluminum,21.708645602904788,0.027415461738400627
14.428325844345075,100253.79562015558,30.297450360442745,Aluminum,22.62807319150697,0.019511574499460723
25.218908310153054,98977.95168583884,8.17487153125349,Aluminum,22.118132178364316,0.016475716003746695
20.873327250124657,109242.33378503971,57.43889227704423,Titanium,28.80485419177872,0.01370277195214466
29.201442616229095,104391.17979158345,13.536026714811777,Steel,27.289563254588316,0.011510369784179483
27.169429371524306,93356.6586808062,89.31233633780138,Steel,27.063078681823477,0.01957177282308511
23.022800796231273,91153.74644345729,31.95285826606542,Aluminum,22.51272513958213,0.0209142210337633
27.585654407251795,102797.87797148566,68.70349724763541,Steel,27.035664992690126,0.01635807735102954
32.23611945790938,105348.74431442253,1.461365596641817,Steel,27.739608014422597,0.010448571907028489
24.534610394049018,90072.48621358469,33.33886484565687,Titanium,29.07266418781459,0.009882612347041223
18.63707214811154,102921.91623212135,90.67789690529453,Steel,25.979901980111705,0.020138698535865928
29.828303747781984,97792.19098490896,1.2088765876838825,Aluminum,22.614266417434614,0.014509908889739324
24.51709489018676,98634.03537169067,83.7945438777483,Steel,26.84273530005494,0.018879566690468152
18.085946491581495,100544.4205363817,68.42507673745753,Titanium,28.59206104100861,0.014321660717009793
17.68776602041355,113461.2323496862,66.77693500336359,Aluminum,21.280239777536007,0.02363412919978055
31.504857696301812,103357.33672968128,45.88329228638008,Steel,27.329201865559003,0.01484553837925784
36.33139856133104,96981.87496355292,72.49259377860446,Aluminum,23.563502937025355,0.02666646830553924
32.56196003893382,96745.70376776025,11.947251203143583,Steel,27.10253508642631,0.01242230303704067
28.244245202067603,104264.66858983829,54.46752610609372,Aluminum,22.833937074813665,0.022041201896782978
29.49972154875461,99260.89225859597,72.29329690368425,Aluminum,22.830228502366598,0.026395216478495517
26.420789551076716,100110.39082602969,55.49858847996217,Titanium,29.75932593779267,0.014639553705461815
30.517941509118838,101149.15669585131,52.841750510021356,Titanium,29.517708193341015,0.014600180347313986
28.319413662364944,91330.6228468786,98.851792146753,Steel,27.82549497070266,0.01950801678981796
25.856353273047972,107855.89554212807,33.9886490907173,Titanium,28.927309456877204,0.011573160508500638
30.59959149053499,97342.15862127651,74.50316111105161,Titanium,30.194162012793893,0.017316764286241848
34.60377037026262,105642.59523673431,23.702055975966353,Titanium,30.159117313035356,0.01104090388656362
29.00324430337598,98269.88165217142,86.24704771080786,Titanium,29.599462414893974,0.019430408802702474
23.071944757398036,95959.1856653591,69.93684393260531,Steel,26.18453588171734,0.016966509530323796
22.80137459103495,98530.02697306393,1.320931544275905,Titanium,28.7529357672858,0.009251228497604133
28.149414246994052,101615.98758721186,32.08855042854443,Aluminum,22.404127429353636,0.020397374562674035
24.65193901740387,97890.71480887542,12.277461783606347,Titanium,28.484499777265164,0.009989285070404813
21.105440060443364,106685.98264337915,37.43337537149806,Steel,25.783962946813382,0.01397297504857929
20.606290069829498,99727.73491597094,88.09285456527934,Steel,26.126331857111857,0.01980940456452463
27.020877003795803,110822.36019921176,36.52065534863384,Titanium,30.58704526746933,0.013786147180401912
26.61186468640008,100826.43726794714,43.6321491953444,Titanium,29.32457659561631,0.01451638686558465
18.85455643459239,101373.80372922866,31.131188190374626,Titanium,28.678244002700264,0.012970553032021308
24.17382818655189,109051.42552732899,51.73801511742941,Aluminum,22.81899773051236,0.02418685838911544
24.145202782561924,93925.04751759209,67.30498713237236,Titanium,29.192633175771228,0.01510483065389943
20.924423756953388,97584.403237148,92.07373108294662,Steel,26.284649203527305,0.017741092169701256
